Date,ASII.JK,ADRO.JK,ANTM.JK,MDKA.JK,BMRI.JK,INDF.JK,^JKSE
2025-10-21,5711.60498046875,1591.609619140625,3290.0,2370.0,3916.7138671875,7275.0,8238.083984375
2025-10-22,5878.193359375,1565.15625,3170.0,2270.0,3898.7060546875,7175.0,8152.55322265625
2025-10-23,6020.9833984375,1578.3829345703125,3190.0,2230.0,3988.74560546875,7375.0,8274.3515625
2025-10-24,6258.96728515625,1551.9296875,3130.0,2220.0,4096.79296875,7300.0,8271.7216796875
2025-10-27,6282.765625,1573.9739990234375,3150.0,2250.0,4024.761474609375,7450.0,8117.15087890625
2025-10-28,6020.9833984375,1573.9739990234375,3100.0,2170.0,4060.77685546875,7500.0,8092.62890625
2025-10-29,6163.7734375,1706.2408447265625,3200.0,2460.0,4186.83251953125,7425.0,8166.22412109375
2025-10-30,5973.38671875,1745.9208984375,3120.0,2500.0,4321.8916015625,7400.0,8184.06396484375
2025-10-31,5854.39501953125,1662.15185546875,3100.0,2440.0,4249.85986328125,7400.0,8163.875
2025-11-03,6044.78173828125,1710.6497802734375,3110.0,2420.0,4285.87548828125,7200.0,8275.083984375
2025-11-04,5997.18505859375,1679.7874755859375,2960.0,2420.0,4258.86376953125,7075.0,8241.9111328125
2025-11-05,5949.58837890625,1666.560791015625,2980.0,2430.0,4294.87939453125,7125.0,8318.5263671875
2025-11-06,6020.9833984375,1693.01416015625,2930.0,2430.0,4276.87158203125,7025.0,8337.0576171875
2025-11-07,6116.1767578125,1715.05859375,2900.0,2420.0,4276.87158203125,7125.0,8394.58984375
2025-11-10,6116.1767578125,1728.2852783203125,2910.0,2500.0,4258.86376953125,7100.0,8391.240234375
2025-11-11,6211.37060546875,1719.467529296875,2880.0,2500.0,4213.84423828125,7050.0,8366.5146484375
2025-11-12,6139.97509765625,1732.6942138671875,2880.0,2420.0,4285.87548828125,7175.0,8388.56640625
2025-11-13,6068.580078125,1701.83203125,2890.0,2460.0,4231.85205078125,7150.0,8371.9990234375
2025-11-14,6092.37841796875,1657.7430419921875,3040.0,2410.0,4276.87158203125,7100.0,8370.435546875
2025-11-17,6139.97509765625,1684.1964111328125,3060.0,2260.0,4339.8994140625,7100.0,8416.8818359375
2025-11-18,6116.1767578125,1657.7430419921875,3010.0,2170.0,4312.88720703125,7000.0,8361.92578125
2025-11-19,6092.37841796875,1693.01416015625,3000.0,2240.0,4366.9111328125,7025.0,8406.5771484375
2025-11-20,6116.1767578125,1679.7874755859375,2980.0,2170.0,4447.9462890625,7075.0,8419.9169921875
2025-11-21,6116.1767578125,1648.92529296875,2910.0,2270.0,4456.95068359375,7125.0,8414.3515625
2025-11-24,6163.7734375,1653.3341064453125,2930.0,2300.0,4592.00927734375,7450.0,8570.25390625
2025-11-25,6139.97509765625,1635.698486328125,3000.0,2300.0,4524.47998046875,7250.0,8521.884765625
2025-11-26,6282.765625,1626.8807373046875,3030.0,2340.0,4524.47998046875,7425.0,8602.1298828125
2025-11-27,6258.96728515625,1596.0185546875,3000.0,2350.0,4375.9150390625,7375.0,8545.865234375
2025-11-28,6235.1689453125,1596.0185546875,2910.0,2280.0,4348.9033203125,7350.0,8508.7060546875
2025-12-01,6068.580078125,1604.8363037109375,2990.0,2310.0,4375.9150390625,7350.0,8548.7880859375
2025-12-02,6306.56396484375,1622.471923828125,2980.0,2280.0,4366.9111328125,7200.0,8617.04296875
2025-12-03,6282.765625,1631.2896728515625,2920.0,2260.0,4393.9228515625,7050.0,8611.787109375
2025-12-04,6401.75732421875,1596.0185546875,2900.0,2250.0,4429.9384765625,7025.0,8640.1962890625
2025-12-05,6377.958984375,1600.4273681640625,2910.0,2230.0,4411.9306640625,7100.0,8632.7607421875
2025-12-08,6401.75732421875,1675.378662109375,2970.0,2330.0,4456.95068359375,6975.0,8710.6953125
2025-12-09,6282.765625,1618.06298828125,2920.0,2240.0,4402.9267578125,6850.0,8657.1787109375
2025-12-10,6306.56396484375,1613.6541748046875,2930.0,2280.0,4474.9580078125,6900.0,8700.923828125
2025-12-11,6139.97509765625,1569.565185546875,2890.0,2200.0,4456.95068359375,6575.0,8620.4814453125
2025-12-12,6282.765625,1569.565185546875,3050.0,2250.0,4339.8994140625,6775.0,8660.4990234375
2025-12-15,6282.765625,1609.2451171875,3030.0,2350.0,4492.96630859375,6775.0,8649.662109375
2025-12-16,6282.765625,1591.609619140625,2970.0,2310.0,4501.97021484375,6775.0,8686.46875
2025-12-17,6282.765625,1600.4273681640625,3020.0,2290.0,4524.47998046875,6775.0,8677.3447265625
2025-12-18,6187.572265625,1675.378662109375,3110.0,2200.0,4637.029296875,6875.0,8618.1953125
2025-12-19,6211.37060546875,1675.378662109375,3070.0,2190.0,4659.5390625,6750.0,8609.55078125
2025-12-22,6258.96728515625,1670.9697265625,3190.0,2260.0,4592.00927734375,6850.0,8645.84375
2025-12-23,6187.572265625,1679.7874755859375,3190.0,2230.0,4546.98974609375,6800.0,8584.7822265625
2025-12-24,6306.56396484375,1666.560791015625,3220.0,2200.0,4546.98974609375,6800.0,8537.9111328125
2025-12-29,6354.16064453125,1715.05859375,3300.0,2320.0,4569.49951171875,6775.0,8644.255859375
2025-12-30,6377.958984375,1724.7208251953125,3150.0,2280.0,4592.00927734375,6775.0,8646.9384765625
2026-01-02,6473.15234375,1734.2496337890625,3210.0,2330.0,4569.49951171875,6675.0,8748.1318359375
2026-01-05,6544.54736328125,1753.307373046875,3390.0,2480.0,4546.98974609375,6850.0,8859.19140625
2026-01-06,6568.345703125,1777.1295166015625,3450.0,2700.0,4482.68896484375,7000.0,8933.609375
2026-01-07,6687.33740234375,1915.2977294921875,3850.0,2720.0,4418.38818359375,6725.0,8944.8134765625
2026-01-08,6663.5390625,1934.3553466796875,3490.0,2560.0,4418.38818359375,6625.0,8925.470703125
2026-01-09,6544.54736328125,2001.057373046875,3630.0,2700.0,4372.458984375,6600.0,8936.75390625
